text,spam,text_length,$_frequency,money_presence
"Subject: adv : direct email blaster , email addresses extractor , maillist verify , maillist manager . . . . . . . . . . .  direct email  blaster  the program will send mail at the  rate of over 1 , 000 e - mails per minute . legal and fast  sending bulk emailsbuilt in smtp  serverhave return pathcan check mail  addressmake error send address list ( remove or  send again ) support multi - threads . support  multi - smtp servers . manages your opt - in e - mail listsoffers an  easy - to - use interface ! easy to configure and use  download  now  maillist  verify  maillist verify is intended for e - mail addresses and mail  lists verifying . the main task is to determine which of addresses in the mail  list are dead . the program is oriented , basically , on programmers which have  their own mail lists to inform their users about new versions of their  programs .  the program works on the same algorithm as isp mail systems  do . mail servers addresses for specified address are extracted from dns . the  program tries to connect with found smtp - servers and simulates the sending of  message . it does not come to the message sending / nobr emv disconnect  as soon as mail server informs does this address exist or not . emv can  find  about 90 % of dead addresses / nobr some mail  systems receive all messages and only then see their  addresses and if the address is dead send the message  back with remark about it .  download now  express email  blaster  express email blaster is a very fast , powerful yet  simple to use email sender . utilizing multiple threads / connections  and multiple smtp servers your emails will be sent out  fast and easily . there are user information , attach files ,  address and mail logs four tabbed area for the e - mails  details for sending . about 25 smtp servers come with the  demo version , and users may add and delete smtp servers .  about 60 , 000 e - mails will be sent out per  hour . ""  download now  express email address  extractor  this program is the most efficient , easy to use  email address collector available on the  internet ! beijing express email address extractor ( expresseae ) is  designed to extract  e - mail addresses from web - pages on the  internet ( using http protocols ) . expresseae  supports operation through many proxy - server  and works very fast , as it is able of  loading several pages simultaneously , and requires  very few resources .  with it , you will be able  to use targeted searches to crawl the  world wide web , extracting  thousands of clean , fresh email  addresses . ably email address extractor is unlike other  address collecting programs , which  limit you to one or two search engines and are unable  to do auto searches huge address .  most of them collect a high percentage of incomplete ,  unusable addresses which will cause you  serious problems when using them in a mailing .  easier to learn and use than any  other email address collector program available .  accesses eight search  engines  add your own urls to the list to be  searched  supports operation through  a lot of proxy - server  and works very fast ( http proxy )  able of loading several pages  simultaneously  requires very few resources  timeout feature allows user to limit  the amount of time crawling in dead sites and traps .  easy to make huge address list  pause / continue extraction at any  time .  auto connection to the  internet  download now  express email address  downloader  expressead  is a 32 bit windows program for e - mail  marketing . it is intended for easy and convenient  search large  e - mail address lists from mail servers . the program can be operated  on  windows 95 / 98 / me / 2000  and nt .  expressead  support multi - threads ( up to 1024  connections ) .  expressead  has the ability to reconnect to the  mail server if the server has disconnected and  continue the searching  at the point where it has been interrupted .  expressead  has an ergonomic interface that is easy to  set up and simple to use .  features :  support  multi - threads .  auto get smtp server  address , support multi - smtp servers .  auto save e - mail  lists  offers an easy - to - use  interface !  download now  express maillist  manager  this program was designed to be a  complement to the direct email blaster  and email  blaster  suite of bulk email software  programs . its purpose is to organize your email lists in order to be  more  effective with your email marketing  campaign . some of its features include :  combine several lists into  one file . split up larger lists to make them more  manageable . remove addresses from file . manual editing , adding , and deleting of addresses . ability to auto clean lists , that is , remove any duplicate or unwanted  addresses . maintain all your address lists within the  program so you no longer need to keep all your  lists saved as separate text  files .  download now  if you want to remove your email , please send email to targetemailremoval @ btamail . net . cn ",1,5028,0,0
Subject: branded softs  http : / / p ' s . mainoemstore . com / ? a = 3107,1,74,0,0
"Subject: are you ready to get it ?  hello !  viagra is the # 1 med to struggle with mens ' erectile dysfunction .  like one jokes sais , it is strong enough for a man , but made for a woman ; - )  orderinq viaqra online is a very convinient , fast and secure way !  miliions of people do it daily to save their privacy and money  order here . . . ",1,347,0,1
"Subject: auto protection  protect yourself .  purchase an extended warranty for your car before  your existing warranty expires and save hundreds .  even if your warranty has expired , you will save  40 - 60 percent over the warranties offered by  dealerships and it ' s the same warranty .  all quotes are 100 percent free .  all quotes are obligation free .  dear friend ,  car troubles always seem to happen at the worst  possible time . protect yourself and your family  with a quality extended warranty for your car ,  truck , or suv , so that a large expense cannot hit  you all at once . we cover most vehicles with less  than 150 , 000 miles .  do not buy from a dealer . their prices are often  40 - 60 percent more !  we offer fair prices and prompt , toll - free claims  service . get an extended warranty on your car  today . you will be surprised by how inexpensive  this protection can be !  warranty plans also include , for free :  1 . 24 - hour roadside assistance  2 . rental benefit  3 . trip interruption intervention  4 . extended towing benefit  take advantage of our special offer , before it  expires , by going to :  click _ here  sincerely ,  s . c . valentine  ewfc , inc .  the new netscape 7 . 0 browser is now available . upgrade now ! http : / / channels . netscape . com / ns / browsers / download . jsp  get your own free , personal netscape mail account today at http : / / webmail . netscape . com /",1,1434,0,0
"Subject: breaking news : e - mail margin - bottom : 0 "" >  e - mail  marketing system  -  bulk e - mail will make you money so fast , your head will spin !  - customers say we would no longer be in business without it  - new package deal includes everything you need .  see this product ' s web page  click  here  1  million business leads on cd  -  for telemarketing , mailing , or faxing this list is a gold mine !  - contains company name , address , phone , fax , sic , size .  - list allows for unlimited use .  see this product ' s web page click  here  fax  marketing system  -  fax broadcasting is the hot new way to market your business !  - people are 10 times more likely to read faxes than direct mail .  - software 4 million leads turns your computer into a fax blaster .  see this product ' s web page click  here  visit  our web site or call 618 - 288 - 6661  to be taken off of  our list click here ",1,915,0,1
Subject: qp - they cum into teens eyes - cr  these sluttish cuties are crossing every borders in their super - dirty games ! http : / / jcyk . itoma - services . com / cfillye / ? oqulup,1,186,0,0
"Subject: largest collection of porn mo \ / ies ever - x 89  cum witness the most extreme sexual achievements ever to be found on the net ! we have tons of exclusive never before seen pics and videos of your fav pornstars doing exactly what you dream to see !  do you think you have what it takes to beat one of our records ? we welcome all member entries , cum see if you have what it takes to earn a spot in our record library !  http : / / 3 wii . biz . lediesnight . biz /  - - - - - - - - - - - - - -  absolve chambers bey avocet  cyanic captive cryptic cheap  comprehensible bronx admittance brash",1,602,0,0
"Subject: failure notice  hi . this is the qmail - send program at backup - smtp - 2 . star . net . uk .  i ' m afraid i wasn ' t able to deliver your message to the following addresses .  this is a permanent error ; i ' ve given up . sorry it didn ' t work out .  :  81 . 171 . 128 . 25 does not like recipient .  remote host said : 550 , recipient unknown  giving up on 81 . 171 . 128 . 25 .  - - - below this line is a copy of the message .  return - path :  received : ( qmail 28287 invoked from network ) ; 19 jul 2005 10 : 58 : 25 - 0000  received : from catv - 219 - 099 - 025 - 107 . medias . ne . jp ( helo mailwisconsin . com ) ( 219 . 99 . 25 . 107 )  by backup - smtp - 2 . star . net . uk with smtp ; 19 jul 2005 10 : 58 : 25 - 0000  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  by mailwisconsin . com with http id j 87 gzo 38191062 ;  tue , 19 jul 2005 10 : 57 : 46 + 0000  message - id :  date : tue , 19 jul 2005 10 : 57 : 46 + 0000  subject : just to her . . .  from : "" barry castillo ""  to : distinctively @ hamilton - school . co . uk  user - agent : squirrelmail / 1 . 4 . 3 a  x - mailer : squirrelmail / 1 . 4 . 3 a  mime - version : 1 . 0  content - type : text / html ; charset = iso - 8859 - 1  content - transfer - encoding : 8 bit  x - priority : 3 ( normal )  importance : normal  soft viagra at $ 1 . 62 per dose  ready to boost your sex life ? positive ?  time to do it right now !  order soft viagra at incredibly low prices  startinq at $ 1 . 99 per dose ! unbelivable !",1,1573,2,0
Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactiy when you want .  cialis has a lot of advantages over viagra  - the effect lasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with alcohol ! we ship to any country !  get it riqht now ! . ,1,446,0,1
Subject: online tv deals 312  internet  exclusive - - tv deals  fantastic prices  click any product  for details  amazing profits by john beck  avacor hair care system  balance bracelet  blast off the pounds by richard simmons  bloussant  cybersonic toothbrush  flat hose - 50 ft  juiceman ii  miracle blade  phase 4 orthotics  roll - a - hose  shark steam blaster  sounds of the 80 s by time life  stick shark  walk away the pounds for abs  plus  thousands of other tv deals  online now  - - - fantastic prices  while  supplies last !  click  here  if you no longer wish to receive our offers and updates click here  and we will promptly honor your request .  - - - -  this sf . net email is sponsored by : thinkgeek  welcome to geek heaven .  http : / / thinkgeek . com / sf  spamassassin - sightings mailing list ,1,816,0,0
"Subject: in the heart of your business !  corporate image can say a lot of things about your  company . contemporary rhythm of life is too dynamic . sometimes it takes only  several seconds for your company to be remembered or to be iost among  competitors . get your logo , business stationery or website done right  now ! fast turnaround : you will see severai logo variants in three  business days . satisfaction guaranteed : we provide uniimited amount of  changes ; you can be sure : it wili meet your needsand fit your  business . fiexible discounts : loqo improvement , additional formats , bulk  orders , special packages . creative design for competitive price : have a look at it right  now ! _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1,931,0,0
"Subject: capital hill gold - chgi - potential high grade gold deposit  breaking news : denver , june 14 , 2005 ( business wire ) - - capital hill gold , inc , ( chgi ) reports that the company ' s geologists are evaluating a potential high - grade bulk - tonnage gold deposit located in mineral county , nevada , the project is situated in the vicinity of several operating and past - producing gold mines , including the paradise peak , santa fe and rawhide deposits , after review of usgs geochemical survey work of the project and a study of the geology of other gold deposits in the area , geologists believe that the target would be a high - grade bulk - tonnage gold deposit ,  virgin deposits : the privately - held 440 - acre project was originally staked by a major gold mining company in the 1990 s , the property has never been drilled and may prove to be a rich vein as early tests have indicated , follow - up work by the company ' s geologist indicated that a major international gold mining company had staked approximately 200 unpatented lode - mining claims in the area during 2001 and 2002 ,  geologists investigating the property for capital hill observed multiple broad zones of silicification extending for considerable distances , samples were collected from several outcrops on the property , and have been submitted to american assay labs in elko , nevada for assaying , based on positive assay results , target and identification , a major claim - staking program will be launched accordingly , as further credible evidence emerges of a significant gold ore deposit , and the first results coming in are showing promise ,  on june 13 , 2005 the company announced in a press release that capital hill ' s management is pleased and encouraged with the first u 3 o 8 ( uranium oxide ) assay returns as well as the noticeable precious metal results and that initial reconnaissance sampling on the company ' s uranium project has returned assays grading 0 , 061 % u 3 o 8 to 0 , 068 % u 3 o 8 of great interest to the company is the fact that the samples taken also assayed positively for precious metals , with results ranging from 0 , 08 to 0 , 22 oz ag / st and trace amounts of gold , the occurrence of silver in conjunction with the uranium mineralization warrants further investigation .  the recent news of the company possibly sitting on a huge untapped gold deposit has the stock in a strong up trend , rallying from 5 cents to 75 cents during the past three months . as the three - month chart illustrates , trading volume has swelled to 300 , 000 shares per day with money flow indicators showing strong inflows , which is representative of a stock that is under accumulation . the positive tape action clearly shows strong investor sentiment about the company ' s leverage on controlling sizable parcels of gold fields . the potential recoverable gold data has yet to be compiled , but as mentioned above , early tests are very promising , which is why investors are bidding up shares ahead of this data .  capital hill gold ' s strategic objective is to obtain controlling interests in properties with excellent exploration potential to become economically significant to world - class ore deposits . chgi intends to acquire mineral exploration properties primarily through the filing of concessions on its own account and in partnership as well as by optioning exceptional properties at reasonable costs relative to the property ' s potential and the financial capabilities of the company .  in recent weeks , chgi shareholders have been on the receiving end of some very promising developments with the new discoveries for gold ore . in addition , the company is aggressively exploring for commercial grade uranium deposits that will supply newly heightened demand from nuclear utilities . since 2003 uranium prices have doubled . 20 % of the world ' s electricity comes from uranium , and the nuclear power plant count is stable and growing . the united states needs to add about 100 nuclear power plants over the next two decades to meet burgeoning demand for electric power and maintain the current generating mix , nils j . diaz , chairman of the u . s . nuclear regulatory commission told reporters in early may 2005 .  as of may 17 , 2005 the company is pleased to report that the claim staking crew and geologist have arrived on site , and have begun staking claims . the area being staked encompasses a large area of potentially commercial - grade uranium mineralization identified by previous work , including geophysical surveys . reconnaissance sampling of the ground being staked has returned assay results approximately equal to those of in - place resources at one of the past - producing uranium mines in the project area .  a chinese news web site reports that china , the world ' s second - largest energy consumer after the u . s . , will spend 400 billion yuan ( u . s . $ 48 . 33 billion ) on building new nuclear power plants by 2020 . this is a bigger number than we have seen in the past . the energy - hungry country intends to increase the amount of installed nuclear power capacity from the current 16 gigawatts to 40 gigawatts within 15 years . nuclear power generation is expected to triple to reach 60 gigawatts by that time . so the market for uranium is in a new bull market .  conclusion  development efforts for gold and uranium on chgi properties are about to commence following the better - than - expected geophysical testing results . shares of chgi have rallied over 10 - fold in just the past three months in anticipation of what the future holds in the way of extractible gold and uranium . once full mining operations are under way , it is our view , that the shares will rally as the business generates its initial revenue stream .  for additional information , visit  investor relations solutions is a communications arm of ir solutions profiles . investor relations solutions is not licensed by any governmental or regulatory agencies and is not a registered investment advisor , financial planning service or a stock brokerage firm and in accordance with such , investor relations solutions is not offering investment advice or promoting any investment strategies . investor relations solutions is not offering securities for sale or solicitation of any offer to buy or sell securities . this stock advertisement or e - mail alert contains or incorporates by reference "" forward - looking statements , "" including certain information with respect to plans and strategies of the featured company . as such , any statements contained herein or incorporated herein by reference that are not statements of historical fact may be deemed to be forward - looking statements . without limiting the foregoing , the words "" believe ( s ) , "" "" anticipate ( s ) , "" "" plan ( s ) , "" "" expect ( s ) , "" "" project ( s ) "" , forecast ( s ) will , estimate ( s ) , "" understand ( s ) "" or that by statements indicating certain actions may , could , or might occur and similar expressions which are intended to identify forward - looking statements . ir solutions profiles has been compensated twenty thousand usd . there are a number of important factors that could cause actual events or actual results of the companies profiled herein to differ materially from these forecasts and projections as indicated by such forward - looking statements . statements that are not strictly historical are forward - looking within the meaning of the safe harbor clause of the private securities litigation reform act of 1995 . investors are cautioned that such forward - looking statements invoke risk and uncertainties that may cause the company ' s actual results to differ materially from such forward - looking statements . prior to making an investment , investors should consult with their financial advisor and visit edgar at www . sec . gov .  investor relations solutions , llc 1911 glacier park ave . , ste . 480 naperville , il 60540 this e - mail message is an advertisement and / or solicitation . ",1,8065,1,1
"Subject: localized software , all languages available .  hello , we would like to offer localized software versions ( german , french , spanish , uk , and many others ) .  ail iisted software is availabie for immediate download !  no need to wait 2 - 3 week for cd deiivery !  just few exampies :  - norton lnternet security pro 2005 - $ 29 . 95  - windows xp professionai with sp 2 fuil version - $ 59 . 95  - corel draw graphics suite 12 - $ 49 . 95  - dreamweaver mx 2004 ( homesite 5 . 5 inciuding ) - $ 39 . 95  - macromedia studio mx 2004 - $ 119 . 95  just browse our site and find any software you need in your native ianquaqe !  best regards ,  rupert ",1,661,5,0
"Subject: you want some outright sex - don ' t you ?  free prescription and viagra overnight delivery .  http : / / qxi . dagohevoa 5 d 3 hwd . dmshushhb . com  as he thinks in his heart , so he is .  only those who dare to fail greatly can ever achieve greatly .  he ' s simply got the instinct for being unhappy highly developed .",1,331,0,0
"Subject: no pills , no pumps - its the patch  penis growth extreme  http : / / www . xunepa . com / ss /  death is not the worst than can happen to men .  no man is demolished but by himself .  luck is what you have left over after you give 100 % .  the freedom of all is essential to my freedom .  death solves all problems . no man , no problem .",1,348,0,0
"Subject: update information - verification required  dear wells fargo customer ,  as you may already know , we at wells fargo guarantee your online  security and partner with you to prevent  fraud . due to the newly introduced comprehensive quarterly updates program  ( which is meant to help you against identity theft , monitor your credit and  correct any possible errors ) , we urge you to go through the 2 steps wells fargo  account confirmation process . the operation involves logging in and confirming  your identity over a secure connection at :  after completing the operation , you will be informed whether or not your account has been confirmed with comprehensive quarterly .  thank you for working with us in combating online fraud and also , for choosing wells fargo as your financial institution .  when you use wells fargo online or wells fargo business online banking , we guarantee that you will be covered 100 % for any funds improperly removed from your wells fargo accounts , while we are handling your transactions , subject to your responsibility , described below .  brokerage accounts offered through wells fargo investments , llc ( member sipc ) , a non - bank affiliate of wells fargo company .  1999 - 2005 wells fargo bank . all rights reserved .",1,1275,0,0
Subject: hilarious prank call service  please visit http : / / ukprankcalls . com to play a hilarious joke on your mates !,1,122,0,0
"Subject: there  hello visioson @ hpp . za . net ,  a friend showed me a way out to get p . p . v . on tv and yet not pay anything ?  ha ha , yea , right , i mean it .  hit below and check it yourself :  http : / / balkis . look 4 express . info  easy to install .  to get off , just add slash r to the above address .  14 . ninety six bottles of beer , three a ' s , three b ' s , one c , two d ' s , twenty eight e ' s , seven f ' s , three g ' s , eight h ' s , thirteen i ' s , four l ' s , sixteen n ' s , nine o ' s , nine r ' s , twenty six s ' s , twenty t ' s , four u ' s , four v ' s , six w ' s , five x ' s , and five y ' s on the wall . .  i could go on and on , but i won ' t . we have many programs the children love . but i would give them all up to keep my boring noun program . i thank the parent daily for her insight . .  get back to you later ,  gordon sousa",1,879,0,0
"Subject: re : wall street micro news report  homeland security investments  the terror attacks on the united states on september 11 , 2001 have  changed  the security landscape for the foreseeable future . both physical and  logical  security have become paramount for all industry segments , especially in  the  banking , national resource and government sectors . according to giga ,  a  wholly owned subsidiary of forrester research , worldwide demand for  information security products and services is set to eclipse $ 46 b by  2005 .  homeland security investments is a newsletter dedicated to providing  our  readers with information pertaining to investment opportunities in this  lucrative sector . as we know , events related to homeland security  happen  with lightning speed . what we as investors can do is position  ourselves in  such a way as to take advantage of the current trends and be ready to  capitalize on events which have yet to happen . homeland security  investments is here to help our readers do just that .  with this in mind , it is with great excitement that we present vinoble ,  inc .  this stock is expected to do big things in both the near and long  terms .  symbol : ( vnbl )  current price : 0 . 08  short term target price : 0 . 35  12 month target price : 1 . 20  * * * why we believe vnbl . ob will give big returns on investment * * *  * at this time much of vnbl ' s focus is on rfid ( radio frequency  identification ) technology . this is technology which uses tiny sensors  to  transmit information about a person or object wirelessly .  * vnbl is already an industry pioneer in the rfid personal location  technology .  * vnbl is developing a form of rfid technology which allows companies  and  governments to wirelessly track their assets and resources . such  technology  has huge potential in the protection and transportation of materials  designated "" high risk "" were they to fall into the wrong hands .  * vnbl works on integration of the two afore mentioned systems in order  to  create "" high security space "" in locales where it is deemed necessary .  locations which may take advantage of such systems are airports , sea  ports ,  mines , nuclear facilities , and more .  * as with all stocks , news drives the short term price . fresh news has  made vnbl a hot buy .  news on vnbl  malibu , calif . - - ( business wire ) - - june 16 , 2005 - - vinoble , inc .  ( otcbb : vnbl -  news ) , a holding company seeking to identify long - term growth  opportunities  in the areas of homeland security , security information systems , and  other  security services , announced today that it plans to offer products and  services that will assist in the automation of the identification and  control of equipment , assets , tools , and the related processes used in  the  oil & gas and petrochemical industries .  although small wirelessly networked rfid sensors can monitor machines  and  equipment to detect possible problems before they become serious , they  can  also deliver safety features within oil wells . oil maybe trapped in  different layers of rock , along with gas and water . detection of  specific  liquids can assist equipment in operating within a specific precise  opportune moment to ensure certain adverse conditions do not occur ,  such as  a well filling with water .  as with other rf based technology applications , rfid can also provide  the  safe transit of materials by only the authorized handler , and limit the  entry of personnel to specific locations . ensuring personnel safety is  essential , should there be an emergency at a facility , rfid tags would  enable the customer to track and evaluate its employee ' s safety and / or  danger . this application technology requires product and hardware that  can  operate in harsh and potentially hazardous conditions , but gives  valuable  safety to the resources and assets that are vital to the customer . rfid  can  also assist the customer ' s supply chain by tracking oil , gas , and  chemical  products from extraction to refining to the sale at the retail level .  vinoble ' s viewpoint as previously stated is that these applications are  more  than just a valuable tool to the mining industry , but as a protective  measure of our country ' s natural resources and commodities against  threat .  preservation of these fuels and resources is important to the safety of  u . s .  industry and economy .  the company believes that such offering service and technology  application  in the oil & gas and petrochemical industry will further position  vinoble in  a rapidly expanding industry while taking advantage of access to the  increasing capital and global spending that the company will require  for  growth . the company ' s goal is to also provide a much - needed service at  a  cost manageable to even the smallest of businesses that can ' t afford to  do  without the safety of its personnel and assets in this current state of  constant threat .  this is outstanding news . the growth potential for this company is  exceptional . in an already hot industry , vnbl . ob stands out as a truly  innovative pioneer . we see big things happening to this stock .  information within this email contains "" forward looking statements ""  within the meaning of section 27 a of the securities act of 1933 and  section 21 b of the securities exchange act of 1934 . any statements that  express or involve discussions with respect to predictions ,  expectations , beliefs , plans , projections , objectives , goals ,  assumptions or  future  events or performance are not statements of historical fact and may be  "" forward looking statements . "" forward looking statements are based on  expectations , estimates and projections at the time the statements are  made that involve a number of risks and uncertainties which could cause  actual results or events to differ materially from those presently  anticipated . forward looking statements in this action may be  identified  through the use of words such as "" projects "" , "" foresee "" , "" expects "" ,  "" will , "" "" anticipates , "" "" estimates , "" "" believes , "" "" understands "" or  that by  statements indicating certain actions "" may , "" "" could , "" or "" might "" occur .  as with many micro - cap stocks , today ' s company has additional risk  factors worth noting . those factors include : a limited operating  history ,  the company advancing cash to related parties and a shareholder on an  unsecured basis : one vendor , a related party through a majority  stockholder , supplies ninety - seven percent of the company ' s raw  materials :  reliance on two customers for over fifty percent of their business and  numerous related party transactions and the need to raise capital .  these  factors and others are more fully spelled out in the company ' s sec  filings . we urge you to read the filings before you invest . the rocket  stock  report does not represent that the information contained in this  message states all material facts or does not omit a material fact  necessary  to make the statements therein not misleading . all information  provided within this email pertaining to investing , stocks , securities  must  be  understood as information provided and not investment advice . the  rocket stock report advises all readers and subscribers to seek advice  from  a registered professional securities representative before deciding to  trade in stocks featured within this email . none of the material within  this report shall be construed as any kind of investment advice or  solicitation . many of these companies are on the verge of bankruptcy .  you  can lose all your money by investing in this stock . the publisher of  the rocket stock report is not a registered investment advisor .  subscribers should not view information herein as legal , tax ,  accounting or  investment advice . any reference to past performance ( s ) of companies  are  specially selected to be referenced based on the favorable performance  of  these companies . you would need perfect timing to achieve the results  in the examples given . there can be no assurance of that happening .  remember , as always , past performance is never indicative of future  results and a thorough due diligence effort , including a review of a  company ' s filings , should be completed prior to investing . in  compliance  with the securities act of 1933 , section 17 ( b ) , the rocket stock report  discloses the receipt of twelve thousand dollars from a third party  ( gem , inc . ) , not an officer , director or affiliate shareholder for  the  circulation of this report . gem , inc . has a position in the stock  they  will sell at any time without notice . be aware of an inherent conflict  of interest resulting from such compensation due to the fact that this  is a paid advertisement and we are conflicted . all factual information  in this report was gathered from public sources , including but not  limited to company websites , sec filings and company press releases .  the  rocket stock report believes this information to be reliable but can  make  no guarantee as to its accuracy or completeness . use of the material  within this email constitutes your acceptance of these terms .",1,9278,1,1
"Subject: more medz  how to save dhurry on your medlcations over 70 % .  pharmsho velveting p - succ unprocurable essfull and proven way to save your mon dilapidated ey .  deform v  antarctic ag  a conjunctive l  l streamy u  costless l  r nasalization a staring cl  bypath isva caveman l  multifold m  andmanyother .  best topple prlces .  worldwide shl informer pplng .  easy pisces order form .  total confidentiaiity chiasmus .  250 , 000 neighbourship satisfied customers .  order today and save logician !",1,510,0,0
"Subject: rape ! ! .  rape sex !  click here  you must be at least 18 to enter !  to be removed from our "" in house "" mailing list  click here  and you will automatically be removed from future mailings .  you have received this email by either requesting more information  on one of our sites or someone may have used your email address .  if you received this email in error , please accept our apologies . ",1,408,0,0
"Subject: free sizzling ltc sales materials  ltc prospecting pamplets  ltc scriptless flip chart  25 of "" what is long term care ?  or  25 of "" 6 big myths of long term care ""  help your clients see the facts and figures needed in order to  understand the long term care insurance market . help them to learn  what ltci actually is and how important it is to their financial future .  yours free with your first appointment !  "" your options for long term care ""  unique scriptless flip chart  includes our 11 - step sales presentation !  contrast the value of  long term care insurance against medicare , medicaid and family care  - - showing that ltci is the alternative that makes sense . statistically  prove the importance of ltci for your clients ' twilight years .  yours free with your first application !  free pamphlet samples with inquiry !  don ' t forget to ask about . . .  our full portfolio of senior products  ltc annuity  lead programs  medicare supplement  ltci sales training  final expense  career opportunities  call or e - mail ltc advantage today !  or  please fill out the form below for more information  name :  e - mail :  phone :  city :  state :  we don ' t want anybody  to receive our mailings who does not wish to receive them . this is professional  communication sent to insurance professionals . to be removed from this  mailing list , do not reply to this message . instead , go here :  http : / / www . insuranceiq . com / optout ",1,1467,0,0
"Subject: cash : $ 48463  dear homeowner , you have been pre - approved for a $ 200 , 000 loan at a low fixed rate . this offer is being extended to you unconditionally and your credit is in no way a factor . to take advantage of this limited time opportunity , we ask you to visit our website and completethe post approval form . http : / / www . easy - instant - savings . com / i / lzevaw 5 kzxgvamvlenkvnmo 3 dhjommto  clair spearsua logan financial group - - - - - - - - - - - - - - - - - - - - - - 7 : meijer malory bourahla krabicka omahahttp : / / www . easy - instant - savings . com / rem . php . . . not interested",1,624,2,0
"Subject: = ? gb 2312 ? q ? want _ to _ establish _ the _ office _ in _ china = 3 f ? =  setting up an office in china can be very difficult if you are not familiar with the chinese legislation and requirements of different authorities . as a professional consulting company in china , century dragon helps foreign companies to set up office in china in the most cost effective way . - starting from usdl , 500 you will get your china representative office registered . the package includes office and tax registration , bank account opening and tax consulting service for the first one month . - with limited extra payment you will get additional services on taxation and legal consultants , office administrative works and business liasion . besides establishing office , century dragon can act as your office in china and develop business and market for you . check out our website for more information . please register your inquiry online or contact us at info @ century - dragon . com , one of our representatives will contact with you shortly . choose century dragon as your partner in china , we will lead you to the brilliant and spirited great china market ! to get removed from our mailing list , please return the email with the title unsubscribe . ",1,1260,0,0
"Subject: strictly private .  gooday ,  with warm heart my friend , i send you my greetings , and i hope this letter meets you in good time .  it will be surprising to you to receive this proposal from me since you do not know me personally . however , i am sincerely seeking your confidence in this transaction , which i propose with my free mind and as a person of intergrity . i have kept it to myself for a long time , and now i need to act , as time is not on my side . i want you to open - heartedly read through and give me your most needed support . i got your address from an internet directory , in my search for a contact . i apologize if this is not acceptable to you . the purpose of this letter is to seek your most needed assistance .  my name is donald phiri , the farm supervisor and personal assistant to mr . david stevens , a very popular and rich farmer from macheke , zimbabwe . my master was murdered in cold blood in my presence on 15 of april 2001 , due to the land dispute and political situation in my country , as a result of my master ' s financial support for the mdc ( movement for democratic change ) , the main opposition party to president mugabe ' s party , zimbabwe african national union patriotic front ( zanu - pf ) . for more information on my master ' s murder , you may check the amnesty international country report on zimbabwe for the year 2001 .  when the pressure on white farmers started in zimbabwe due to the support given to the war veterans by president mugabe to invade farms and force out white farmers , my master forsaw the danger ahead , he then closed his major bank accounts , and together , we went to johannesburg , south africa to deposit the sum of $ 14 . 5 million ( fourten million , five hundred thousand usdollars ) , in a private security company , for safety . this money was deposited in a box in my name , as my master was being secretive with his name , as the south african government of thambo mbeki is in support of president mugabe ' s actions . the box is labeled as gemstones . my master had planned to use this money for the purchase of lands , new machines and chemicals for establishment of new farms in botswana . he has used this company in the past to move money for the purchase of tractors and farm equipment from europe . my master is divorced , and his wife valerie , and only child , diana have relocated to bradford , !  en !  gland for 9 years now .  i am currently in the netherlands where i am seeking political asylum . i have now decided to transfer my master ' s money into an account for security and safety reasons . this is why i am anxiously and humbly seeking for your genuine assistance in transfering this money into an account without the knowledge of my government who are bent on taking everything my master left . you have to understand that this decision taken by me entrusts so much to you .  if you accept to assist me , all i want you to do for me , is to make an arrangements with the security company to clear the box containing the money from their office here in the netherlands , and then we will transfer the money into an account . you may open a new account for this purpose . i have applied to the security company to transfer the box from south africa to their branch here , which they have done .  to legally process the claim of the box , i will contact a lawyer to help me prepare a change of ownership and letter of authority to enable them recognise you as my representative , and deliver the box to you . i have with me , the certificate used to deposit the box , which we will need for claiming the box .  for valuable assistance , i am offering you 10 % ( $ 1 , 450 , 000 ) of the total money . i have also set aside 1 % ( $ 145 , 000 ) of this money for all kinds of expenses that come our way in the process of this transaction , and 4 % ( $ 580 , 000 ) , will be given to charity in my master ' s name i will give 25 % ( $ 3 , 625 , 000 ) to valerie and diana , after my share of the money has been transfered back to me . when they grant my asylum application , my share of the money ( 85 % ) , will be transfered back to me , into an account i will solely own . i also intend to start up a business then . if you have knowledge of farming business in your country , or other areas of possible business investment that i may be interested in , please inform me , so that my some of my share of the money can be invested for the time being .  please , i want to you maintain absolute secrecy for the purpose of this transaction due to my safety and successful conclusion of the transaction .  i look forward to your reply and co - operation , and i am sure it will be nice to extend ties with you .  yours sincerely ,  donald phiri .  - - - -  this sf . net email is sponsored by : thinkgeek  welcome to geek heaven .  http : / / thinkgeek . com / sf  spamassassin - sightings mailing list ",1,4920,5,1
